,id,nombre
0,9975736287,Ministerio de salud Publica
1,8918501543,Ministerio de salud Publica
2,9137130178,Ministerio de salud Publica
3,9434157147,Ministerio de salud Publica
4,8977099387,Ministerio de salud Publica
5,9539914127,Ministerio de salud Publica
6,8843032679,Ministerio de salud Publica
7,9863666212,Ministerio de salud Publica
8,9414210790,Ministerio de salud Publica
9,9489093840,Ministerio de salud Publica
10,9416035755,Ministerio de salud Publica
11,9244332541,Ministerio de salud Publica
12,9708901034,Ministerio de salud Publica
13,9309357588,Ministerio de salud Publica
14,9790088419,Ministerio de salud Publica
15,9632180848,Ministerio de salud Publica
16,8967280382,Ministerio de salud Publica
17,9069509551,Ministerio de salud Publica
18,9063733103,Ministerio de salud Publica
19,9365567931,Ministerio de salud Publica
20,9694694353,Ministerio de salud Publica
21,9291067165,Ministerio de salud Publica
22,8825963120,Ministerio de salud Publica
23,9783661621,Ministerio de salud Publica
24,9041331150,Ministerio de salud Publica
25,9351212273,Ministerio de salud Publica
26,9003570963,Ministerio de salud Publica
27,9823390141,Ministerio de salud Publica
28,9487741779,Ministerio de salud Publica
29,9886219766,Ministerio de salud Publica
30,9627812207,Ministerio de salud Publica
31,9544902664,Ministerio de salud Publica
32,9823848949,Ministerio de salud Publica
33,9503125218,Ministerio de salud Publica
34,9827177348,Ministerio de salud Publica
35,9227940075,Ministerio de salud Publica
36,8840089436,Ministerio de salud Publica
37,9688119247,Ministerio de salud Publica
38,8922226596,Ministerio de salud Publica
39,9640061198,Ministerio de salud Publica
40,9903847792,Ministerio de salud Publica
41,9410587611,Ministerio de salud Publica
42,9915465158,Ministerio de salud Publica
43,9876404022,Ministerio de salud Publica
44,9708931209,Ministerio de salud Publica
45,9338379061,Ministerio de salud Publica
46,8896719064,Ministerio de salud Publica
47,9928962273,Ministerio de salud Publica
48,9660842276,Ministerio de salud Publica
49,9175666116,Ministerio de salud Publica
50,9658654328,Ministerio de salud Publica
51,9326242119,Ministerio de salud Publica
52,9870388349,Ministerio de salud Publica
53,8956702903,Ministerio de salud Publica
54,8896769199,Ministerio de salud Publica
55,9577677384,Ministerio de salud Publica
56,9520793011,Ministerio de salud Publica
57,9971088584,Ministerio de salud Publica
58,9542974764,Ministerio de salud Publica
59,9432000599,Ministerio de salud Publica
60,9564418248,Ministerio de salud Publica
61,9641741448,Ministerio de salud Publica
62,9872385753,Ministerio de salud Publica
63,9310053375,Ministerio de salud Publica
64,8927475555,Ministerio de salud Publica
65,9922674188,Ministerio de salud Publica
66,9527224216,Ministerio de salud Publica
67,8829819582,Ministerio de salud Publica
68,9498635786,Ministerio de salud Publica
69,9150733566,Ministerio de salud Publica
70,9743382158,Ministerio de salud Publica
71,9968871175,Ministerio de salud Publica
72,9052136457,Ministerio de salud Publica
73,9328094308,Ministerio de salud Publica
74,9645128694,Ministerio de salud Publica
75,9074874183,Ministerio de salud Publica
76,9752553332,Ministerio de salud Publica
77,8862732639,Ministerio de salud Publica
78,8823948396,Ministerio de salud Publica
79,9722328344,Ministerio de salud Publica
80,8967973519,Ministerio de salud Publica
81,9593772961,Ministerio de salud Publica
82,8959712025,Ministerio de salud Publica
83,9737785963,Ministerio de salud Publica
84,8870600105,Ministerio de salud Publica
85,9995080121,Ministerio de salud Publica
86,9577606937,Ministerio de salud Publica
87,9537634331,Ministerio de salud Publica
88,8853133665,Ministerio de salud Publica
89,9171364774,Ministerio de salud Publica
90,9727318086,Ministerio de salud Publica
91,9684714189,Ministerio de salud Publica
92,9270994926,Ministerio de salud Publica
93,9495767320,Ministerio de salud Publica
94,9348465083,Ministerio de salud Publica
95,9920228933,Ministerio de salud Publica
96,8996680240,Ministerio de salud Publica
97,9154876265,Ministerio de salud Publica
98,8963650916,Ministerio de salud Publica
99,9464766963,Ministerio de salud Publica
100,9249790202,Ministerio de salud Publica
101,9293406009,Ministerio de salud Publica
102,9333542311,Ministerio de salud Publica
103,8902225040,Ministerio de salud Publica
104,9757510551,Ministerio de salud Publica
105,9807513309,Ministerio de salud Publica
106,9154758899,Ministerio de salud Publica
107,9099362674,Ministerio de salud Publica
108,9597865210,Ministerio de salud Publica
109,9326546034,Ministerio de salud Publica
110,9712469547,Ministerio de salud Publica
111,9446403653,Ministerio de salud Publica
112,9809512397,Ministerio de salud Publica
113,9544644226,Ministerio de salud Publica
114,8938868071,Ministerio de salud Publica
115,9503286071,Ministerio de salud Publica
116,9088041105,Ministerio de salud Publica
117,9569255779,Ministerio de salud Publica
118,9865172468,Ministerio de salud Publica
119,9176960955,Ministerio de salud Publica
120,9652172530,Ministerio de salud Publica
